video_id,title,ocr_text,published_at,agent_keywords,agent_interviewer
7IEBZRuOSbs,"사업성 미지수' 1기 신도시 재건축, 거대한 프로젝트의 결말은?",KB부동산TW 분당 시범1구역 삼성한 한양아파트 재건축사업 우선협상대상자 선정 분당 시범1구역 재건축추진준비/KB부 결국 분당만? 재건축사업성 미지수 1기 신도시의 결말은?,2024-09-12,"재건축, 사업성 미지수, 1기 신도시, 분당 시범1구역, 우선협상대상자",KB자체
mt-al9fXedA,우유를 당장 끊어야 하는 이유,Ph 7.2~7.4 우유를 당장 끊어야하는 이유 Ph7.2~7.4 건강체질은 약알칼리 체질 KB부동산TV,2024-09-12,"우유, 건강, 체질, 알칼리, 식습관",KB자체
9JSST58NUuc,"""제발 이런 잔소리는 멈춰주세요""",제발 STOP!!! 가장 듣기 싫은 명절전소리 20대 프리랜서 약간 돈 얼마버냐,2024-09-11,"잔소리, 명절, 프리랜서, 경제적 부담, 세대 간 갈등",KB자체
AmiVLQBhuHo,"증가하는 자폐 스펙트럼, 원인은 바로 ‘이것’",증가하는 자폐스펙트럼 원인은 바로 '이것' 근데 뇌에는 50종 이상의 영양소가 필요하거든요 KB부동산TV,2024-09-10,"자폐 스펙트럼, 원인, 영양소, 뇌 기능, 증가 추세",KB자체
1NICZzAzjkU,주담대...그 많은 돈은 언제 갚을까?,"이 Q4 이자 부담이 큰데, 이를 줄여 줄여달라고 할 수도 있나요? 나요?",2024-09-09,"주담대, 이자 부담, 금리 인상, 상환 계획, 부동산 시장",KB자체
ZEudqwqMCaY,30년차 투자자의 청년들을 위한 조언 #아기곰,LEZADER 30년 투자자의 청년들을 위한 조언 그러다 안되면 KB부동산TV,2024-09-05,"투자자, 청년, 조언, 부동산, 전략",KB자체
n43vWbhts0U,월급쟁이가 부자되는 가장 확실한 방법 (아기곰 3부),부동산클라스 KB부동산 돈이 안모인다면 아기곰 30년차 부동산 투자자 '이것'부터 시작하세요,2024-09-04,"부자, 월급쟁이, 부동산 투자, 재테크, 아기곰",KB자체
U2WBm2TiQcE,"""저라면 '이런' 곳으로 이사갈 겁니다"" 길거리 즉석 밸런스 게임",원룸 매매하기 30평 아파트 월세살기 20대 30평 아파트 월세 살기,2024-09-04,"이사, 원룸, 아파트, 월세, 20대",KB자체
36O4SD7VJs4,청약이 오히려 독이 될 수 있는 이유 #아기곰,NIDE THE '청약'이 오히려 독이 될 수 있는 이유 청약 기회가 그만큼 줄어든다는 얘기죠 KB부동산TV,2024-09-03,"청약, 투자 위험, 기회 감소, 주택 시장, 부동산 전략",KB자체
1HmtOMzhY7Q,무주택자가 내 집 마련하는 가장 현실적인 방법 (아기곰 2부),부동산클라스 KB부동산 후회하지 않으려면 아기곰 30년차 부동산 투자자 제발 '이런 집'을 선택하세요,2024-09-02,"무주택자, 내 집 마련, 현실적인 방법, 부동산 투자, 아기곰",KB자체
e7gKMQeduCg,상품으로의 아파트 RR과 대단지는 얼마나 중요할까?,적지 않습니다,2024-09-02,"아파트, 대단지, 상품 가치, 부동산 투자, 중요성",KB자체
tgLeddrMC_E,"흥행 '팝업스토어' vs 죽어가는 '상권', 성수동의 미래는..?",KB부동산TV DIOR 흥행 '팝업스토어' vs 죽어가는 '상권' 성수동의 두 얼굴,2024-08-29,"팝업스토어, 상권, 성수동, 미래 전망, 부동산 변화",KB자체
SPh3Wu7GsOg,현재 부동산 상승이 무서운 이유 #아기곰,현재 부동산 상승이 무서운 이유 2020년 8월 이후에는 KB부동산TV,2024-08-29,"부동산 상승, 시장 불안, 투자 리스크, KB부동산, 경제 전망",KB자체
BxrvnN9b294,"한국 부동산에 나타난 이상 신호?! 무주택자, 1주택자는 반드시 '이렇게' 하세요 (아기곰 1부)",부동산클라스 아기곰 30년차 부동산 투자자 KB부동산 한국부동산에 나타난 이상신호 무주택자는 '이렇게' 하세요,2024-08-28,"이상 신호, 무주택자, 1주택자, 부동산 투자, 전략",KB자체
dOjt5nLBghA,"보증금 지키기! 전세사기, 쉽고 빠르게 예방하는 방법은?!","OAKB부동산의 전세안전진단 알고 계신가요? ""무료라고요?!",2024-08-28,"보증금, 전세사기, 예방 방법, 안전 진단, 무료 서비스",KB자체
IrftxDUMwKI,똘똘한 한 채의 새 기준? 이걸 보시면 됩니다!,똘똘한 한 채의 새 기준? 이걸 보시면됩니다! 자랑스럽게 밖에다 이야기할 수 있을 거예요 KB부동산TV,2024-08-27,"똘똘한 한 채, 새 기준, 부동산 투자, 시장 전망, KB부동산TV",KB자체
v291kPfE_E4,서울 '6억 이하 한강뷰' 아파트는?!,주 주차비상패 (주차 공간 부족) (4 0 0 0 0 0 0 0 9 ),2024-08-26,"한강뷰, 아파트, 서울, 6억 이하, 주차 공간",KB자체
CiCoSo-5Qs4,초품아? 역세권? 이제는 ‘이것’을 보세요!,초품아? 역세권? 이제는 '이것'을 보세요! 도심 접근성 강화 외곽지역에 GTX 노선 신설 KB부동산TV ㅏ 서시서,2024-08-22,"초품아, 역세권, 도심 접근성, GTX 노선, 외곽지역",KB자체
G3Za_k6P8FQ,"""집을 꼭 사야할까?"" MZ세대가 생각하는 부동산",MZ세대가 생각하는 부동산 Q. 집을 꼭 사야할까? 은퇴 후까지,2024-08-21,"MZ세대, 부동산 투자, 주택 구매, 은퇴 계획, 집값 전망",KB자체
E4jrJbMbRaM,"무주택자 주목! ""지금이 매수 타이밍 입니다""","무주택자주목! ""지금이 매수 타이밍입니다"" 대부분 회복했지만 KB부동산TV",2024-08-20,"무주택자, 매수 타이밍, 부동산 회복, 투자 기회, KB부동산TV",KB자체
wgc1xUNpyTE,신생아 특례대출: 1%대 금리로 내 집 마련,신생아특례대출 정부표 주택구입자금·전세자금대출 출신(입양) 가구에 주택자금을 주 낮은 금리로 빌려주는 상품 즉 출산(입양) 가구에 출,2024-08-19,"신생아 특례대출, 정부 지원, 주택 구매, 저금리, 출산 가구",KB자체
tJRwiC-LTC4,2024 하반기 로또청약 단지 총정리!,분양가 상한제,2024-08-16,"로또청약, 분양가 상한제, 하반기, 임대주택, 부동산 시장",KB자체
v-gk-FLm97Q,"8.8부동산 대책, 1분 안에 핵심만 알려드립니다",아파트는요?!!!,2024-08-09,"8.8 부동산 대책, 아파트, 핵심 정보, 정책 변화, 시장 영향",KB자체
4z6BY4yTrZU,중국은 도대체 왜! 문화 공정을 할까?,중국은 도대체 왜! 문화 공정을 할까? 또 나름대로 세계적으로 기능을 했죠 KB부동산TV ㅇ해,2024-08-08,"중국, 문화 공정, 이유, 세계 기능, KB부동산TV",KB자체
rzD7pcI-7xQ,미·중 패권전쟁 속 우리나라의 선택은?!,미·중 패권전쟁 속 우리나라의 선택은?! 'HEN' 미국과 중국 '선택'이 아닌 '설득'의 대상 KB부동산TV OLTHAE,2024-08-06,"미·중 패권전쟁, 한국의 선택, 국제 정치, 부동산 영향, 미국과 중국",KB자체
EE8I1B0Trl8,최대 '6천만 원 무이자 지원받고' 거주할 수 있는 집을 알려드립니다,(이렇게 쉽다고..?) SH형 공공주택추천 두부집님께서 제 조건으로 공해주신 새로운 집을 찾고있어요 서울시 강서구 등촌동 외 1곳,2024-08-05,"무이자 지원, 공공주택, 서울시, 거주지 추천, 부동산 정보",KB자체
m6AKaIrT5J8,임장 체크리스트 : 발품은 필수,구조적으로 심한 단지가 있으니,2024-08-05,"임장 체크리스트, 발품, 단지 구조, 부동산 투자, 주택 시장",KB자체
r59GrFQfRoE,위기의 중국 경제! 악순환에 빠진 이유는?,312 위기의 중국 경제 악순환에 빠진 이유는? 대출도 굉장히 완화해 줬고 KB부동산TV,2024-08-01,"중국 경제, 악순환, 대출 완화, 경제 위기, 부동산 영향",KB자체
v6Xv-85YgMc,지금 부동산 시장이 무서운 이유 #표영호,지금부동산시장이 무서운 이유 막화를 내다가 울고 이러는데 KB부동산TV,2024-07-24,"부동산 시장, 투자 심리, 위험 요소, 금리 인상, KB부동산TV",KB자체
iXN6mdgql3U,앞으로 10~15년 부동산 대세가 될 곳,앞으로 10~15년 부동산대세가 될곳 거의 비슷합니다 KB부동산TV,2024-07-23,"부동산 대세, 10년 전망, 투자 지역, 시장 분석, KB부동산TV",KB자체
LFu4vQbOOg0,약 상승 중인 부동산 시장?! '이때'를 조심해야 합니다,현재 부동산시장 '이'를 조심해야합니다 하지만 강한 상승도 KB부동산TV,2024-07-22,"부동산 시장, 상승 전망, 주의 필요, 투자 시기, KB부동산TV",KB자체
3FIsxxqDE4c,청약제도 개편! 결혼 패널티가 사라졌어요,꼭 기억하세요,2024-07-22,"청약제도, 결혼 패널티, 개편, 주택 청약, 정책 변화",KB자체
rSEWWwCGw38,"상승장 시작?! 과거와는 다른 흐름... ""제발 속지 마세요"" (표영호 풀버전)","부동산클라스 반등?!! 과거와는 다른 흐름 “제발 속지 마세요"" KB부동산 표영호 굿마이크 대표",2024-07-19,"상승장, 부동산 흐름, 투자 전략, 속지 마세요, 과거 비교",KB자체
y1U4IT-N8Ug,지금은 너무 불확실한 시장! 내 집 마련은 '이때' 하세요 (표영호 3부),부동산클라스 표영호 시장 반등?! 굿마이크 대표 KB부동산 지금은 너무 불안합니다 집은 '때' 사세요,2024-07-15,"불확실한 시장, 내 집 마련, 투자 시기, 시장 반등, 전문가 의견",KB자체
6l3WJoQZP7c,"""제발 허술한 법을 바꿔주세요! 빌라는 나쁜 게 아닙니다"" #표영호",제발 법을 바꿔주세요 빌라는 나쁜게 아닙니다 서민들이 꿈을 꾸고 KB부동산TV,2024-07-11,"법 개정, 빌라, 서민, 부동산 정책, 꿈",KB자체
TuNHFaPXWp0,"피 바람 부는 빌라시장, 실상은 이렇습니다. 앞으로 '이곳'을 주목하세요 (표영호 2부)",부동산클라스 표영호 굿마이크 대표 KB부동산 부동산 투자한 사람만 아는 실제 시장 분위기,2024-07-10,"빌라시장, 실상 분석, 투자 전략, 시장 분위기, 주목 지역",KB자체
pDiXjSKJWC0,"현재 대한민국의 집값, ‘버블’이 확실한 이유는?!",현재 대한민국의 집값 '버블'이 확실한 이유는?! M 5천만원을 그대로 모은다고 해도 10년이면 5억 KB부동산TV JOLFOIHESH,2024-07-09,"집값, 버블, 경제적 이유, 투자, 부동산 시장",KB자체
_cp9nM4Qi4g,"""일시적 반등에 조바심 내면 후회합니다. 데드 캣 바운스에 유의하세요"" (표영호 1부)","부동산클라스 ""제발 속지마세요"" 표영호 굿마이크 대표 KB부동산 지금 부동산 집값 분위기 정말 솔직히 말씀드리면",2024-07-08,"일시적 반등, 데드 캣 바운스, 부동산 시장, 집값 전망, 투자 유의사항",KB자체
weic9eKVukk,아파트 하자 문제! 7월부터 바뀌는 사전점검은?!,손보긴 했습니다,2024-07-08,"아파트 하자, 사전 점검, 건축법, 소비자 보호, 7월 변화",KB자체
kMCPUkaopBk,청약통장 깰까? 말까? 한 방에 알려드립니다,청약통장깰까? 말까? 한방에 알려드립니다 출생률도 떨어지고 있는데 KB부동산TV,2024-07-04,"청약통장, 해지 여부, 부동산 투자, 출생률 감소, KB부동산TV",KB자체
MsUsMw-mi0E,"이율 높은 예금·적금, '이것'으로 가입하면 됩니다",이율 높은 예금·적금 '이거'로 가입하면 됩니다 신문 기사가 나오면 고민하지 말고 KB부동산TV,2024-07-02,"이율 높은 예금, 적금 가입, 금융 상품, 투자 전략, KB부동산TV",KB자체
UgHTxIKH0_M,같은 월급 받아도 돈 못모으는 결정적 이유?!,같은 월급 받아도 돈 못모으는 결정적 이유?! 바로 행동하시더라고요 KB부동산TV,2024-06-27,"월급, 저축, 재정 계획, 소비 습관, 경제적 행동",KB자체
DYT4IwAWIEM,아파트 vs 빌라 : 둘의 분명한 차이는?,파악할 수 있어섭니다,2024-06-24,"아파트, 빌라, 차이점, 주거 형태, 선택 기준",KB자체
yy88XSjN4uY,용인 반도체 클러스터 성공 가능할까?,용인 반도체 클러스터 실패 가능성 높은 이유 20년 동안에 KB부동산TV,2024-06-21,"용인, 반도체 클러스터, 성공 가능성, 부동산, 경제 전망",KB자체
yFzsadNpwLA,환승 없이 강남까지 출퇴근 가능한 가성비 역세권 단지는?!,"환승 없이 55 강남까지 출퇴근가능한 청담 가성비 역세권 단지 강남구청 고 55분소요 정당 강남구청 고속터미널 (논현역,학동역) 내방 총신대입구 (이수) 약1시간소요 동역 0 내방 논현이나 학동 등으로 총신대입구 (이수) 소요",2024-06-21,"환승 없음, 강남 출퇴근, 가성비, 역세권, 청담",KB자체
bzQoodjuUps,"일본보다 심각한 한국, 최악의 경제 상황",일본보다 심각한 한국 최악의 경제 상황 일본은 장기 침체로 KB부동산TV,2024-06-20,"한국 경제, 일본 경제, 침체, 최악의 상황, 부동산 시장",KB자체
jxhZehMS0HE,현재 우리나라가 위기인 진짜 이유,77 현재 우리나라가 위기인 진짜 이유 이거는 사실 KB부동산TV,2024-06-19,"위기 진단, 경제적 요인, 부동산 영향, 정책 대응, 시장 전망",KB자체
G5b_xhwmZ0U,"부모님이 대신 낸 보험료, 세금폭탄 맞을 수 있다?!","HIOTTL 1444 KB부동산 부모님이 대신 낸 보험료 세금폭탄 맞을 수 있다?! 계약자 그다음에 피보험자, 수익자거든요 부동산클라스",2024-06-14,"보험료, 세금폭탄, 계약자, 피보험자, 수익자",KB자체
zT2ZQfN7VdU,7호선 연장에 GTX 호재까지! 청라신도시 따라잡은 동네는?,임장가자 KB부동산 7호선 연장에 GTX 호재까지! 청라신도시 따라잡은 동네는?,2024-06-14,"7호선 연장, GTX 호재, 청라신도시, 부동산 투자, 지역 발전",KB자체
e8qv680_2d0,더치페이 조심하세요! 잘못하면 세무조사까지?,KB부동산 더치페이 조심하세요 잘못하면 세무조사까지? 제가 봤을 때 소액은 부동산클라스,2024-06-13,"더치페이, 세무조사, 부동산, 소액 거래, 세금",KB자체
xfRexdzFg-o,나도 몰랐던 땅이 있다?! 숨겨진 조상 땅 찾는 방법,"ALLWAYSTER KB부동산 나도 몰랐던 땅이 있다?! 숨겨진 조상땅찾는 방법 증조부 (땅)이냐, 아니냐 부동산클라스",2024-06-11,"숨겨진 조상 땅, 토지 탐색, 증조부, 부동산 찾기, 땅 소유권",KB자체
pECQXw8UCaM,나만의 주거기준 세우기 : 좋은 집을 구하기 위한 요소 5,부동산 가치도 높아질 겁니다,2024-06-10,"주거 기준, 좋은 집, 요소 분석, 부동산 가치, 투자 전략",KB자체
6KF5a1UcyU8,강남까지 환승없이 출퇴근 가능한 가성비 역세권 단지는?,"입장가자 미니 신도시급 ""주거타운?! KB부동산 강남까지 환승 없이 출퇴근 가성비 역세권 단지는?",2024-06-06,"강남, 환승, 출퇴근, 가성비, 역세권",KB자체
cs4VXwg4F7g,"상속받은 아파트, 취득세 낮추는 방법이 있다?","상속받은 아파트 KBYS 취득세 낮추는방법이 있다? 1주택자 무주택자 2,96% -0.96% 취득세율 3배 차이 1주 2,9 부동산클라스 치트 식자 5% 하이",2024-06-04,"상속 아파트, 취득세 절감, 세금 혜택, 주택 소유자, 부동산 투자",KB자체
gk4VYXV3NvE,가족 사망 후 휴대전화 해지하면 안 되는 이유,comum KB부동산 가족사망후 휴대전화 해지하면안되는 이유 남편이 어떤 채권과 부동산클라스,2024-06-03,"가족 사망, 휴대전화 해지, 법적 권리, 부동산 자산, 채권 관리",KB자체
kmpV2zoplec,부모님 돌아가시고 3개월! 빚 대물림을 막을 수 있다?,SER FUTEL KB부동산 부모님 돌아가시고 3개월 빚 대물림을 막을 수 있다? 그러면 결국은 채권자들은 상속재산을 한도로만 부동산클라스,2024-05-30,"빚 대물림, 상속재산, 채권자, 부동산, 부모님 사망",KB자체
wDxVEXfy2bQ,은퇴 후 '제2의 인생' 성공하려면 '이렇게' 하세요,KB부동산 은퇴후 인생설계 성공하는 방법 다 이러고 있어요! 부동산클라스,2024-05-29,"은퇴 후, 제2의 인생, 성공 전략, 부동산 투자, 인생 설계",KB자체
tXe1BvzI8iU,"부동산PF 역대급 빚더미 폭발! ""위기입니다. 집은 제발 '이때' 사세요!"" (특집 토론 풀버전)",부동산클라스 KB부동산 진짜 '위기'입니다 급매물 기회?! 부동산PF 역대급 빚더미 집은 제발 '때' 사세요,2024-05-29,"부동산PF, 빚더미, 위기, 급매물, 투자 시점",KB자체
sbIfe-Ie1Z0,"""40대에는 저축하지 마세요""",חד 제발 40대에는 KB부동산 저축하지 마세요 거짓말 하나도 안보태고 부동산클라스,2024-05-28,"40대 저축 금지, KB부동산, 투자 전략, 부동산 시장, 재정 관리",KB자체
o9WNJTCrvzE,한국 부동산 구조부터 바꿔야 하는 이유,KB부동산 한국부동산구조부터 바꿔야하는 이유 사기치고 그다음에 전세로 부동산클라스 P,2024-05-28,"부동산 구조, 시장 변화, 정책 필요성, 투자 위험, 전세제도",KB자체
WPjRwCGDrV4,붕괴된 주거 사다리?! 집은 ‘이때’ 사세요 (특집 토론 4부),부동산클라스 KB부동산 집은 이때 사세요 진짜 '위기'입니다 피바람부는 빌라시장 한국부동산의 미래는?,2024-05-27,"붕괴된 주거 사다리, 집 구매 타이밍, 부동산 위기, 빌라시장, 한국 부동산 미래",KB자체
W2LiXnXS8sY,갭투자의 의의 : 하이리스크 하이리턴,내 집 마련 시 초기 자금 부담을,2024-05-27,"갭투자, 하이리스크, 하이리턴, 초기 자금, 투자 전략",KB자체
kDg2YGR-H-o,자산 500억 있어도 행복하지 않은 이유,KB부동산 자산이 500억 있어도 행복하지 않은 이유 왜냐면 앞에서 3대 재앙이 부동산클라스 FOL,2024-05-27,"자산, 행복, 부동산, 재앙, 투자",KB자체
ZX3HZo0KHSQ,3년 만에 10억 갚고 건물주 된 방법 #단희쌤,0:1 KB부동산 3년만에 10억갚고 건물주가되기까지 영업이 생각나는 거예요 부동산클라스 1Q,2024-05-24,"10억 갚기, 건물주, 부동산 투자, 재정 관리, 성공 사례",KB자체
9W8TII9uumU,"60년대생이 온다, 집값 급락 징조?!","KB부동산 ""60년대생이 온다"" 집값 급락징조?! 지역을 이동하거나 더 작은 데로 가거나 부동산클라스",2024-05-23,"60년대생, 집값 급락, 부동산 시장, 지역 이동, 투자 전략",KB자체
Er0xMNbfhLU,60대 이상 매도 물량 급증? 위험 신호 터진 한국 부동산?! (특집 토론 3부),"부동산클라스 KB부동산 ""집 팝니다"" ""절대 안팔아요!"" 베이비부머 은퇴 쓰나미 집값 끌어내릴까?!",2024-05-22,"매도 물량, 60대 이상, 위험 신호, 베이비부머, 집값 하락",KB자체
BEwONnAQ1H8,"올해, 급매 잡을 수 있는 절호의 기회?!",저 KB부동산 올해 급매 잡을 수 있는 절호의 기회 점점 사라져 가는 거죠 부동산클라스,2024-05-21,"급매, 기회, 부동산 시장, KB부동산, 투자 전략",KB자체
KktWFMMvD-s,하반기 부동산 시장 하락 vs 반등? '역대급 급매 기회?!' 전문가 3인의 치열한 집값 토론 2차전! (특집 토론 2부),부동산클라스 KB부동산 김인만소장 부동산 박정호 교수 하반기 집값전망 이광수대표 심리 매도 반등온마 S 커진다,2024-05-20,"하반기 집값 전망, 부동산 시장 하락, 급매 기회, 전문가 토론, 반등 가능성",KB자체
QCqeJe16cEs,노후 파산 피하려면? 은퇴 후 ‘인생 2막’ 설계는 이렇게 하세요 (단희쌤 풀버전),KB부동산 이의상 단희쌤 노후파산 남일 아닙니다 제발 '이렇게' 준비하세요,2024-05-20,"노후 준비, 파산 예방, 은퇴 계획, 인생 2막, 재정 안정",KB자체
srhBApmXp6A,현재 부동산 흐름이 지속되기 어려운 이유,KB부동산 현재 부동산 상승이 지속되기 어려운 이유 거래가 증가했습니다 부동산클라스,2024-05-17,"부동산 흐름, 상승 지속 어려움, 거래 증가, 시장 분석, 경제 요인",KB자체
8ovI7T-q-vY,GTX-A 연말 완공 예정! 대장주의 심상치 않은 움직임?!,임창가자 <슬세권에 GTX 공사중 KB부동산 GTX-A 연말 개통 예정 동탄 따라 20억 찍을까?,2024-05-17,"GTX-A, 연말 완공, 대장주, 동탄, 부동산 투자",KB자체
D6D5vyrirFU,총선 이후 부동산 시장 분위기 달라졌다?! 앞으로 전망은?,부동산긴급점검 KB부동산 분위기 달라졌다?! 앞으로 하락하는 거래량 늘어난다거 않으 부동산클라스 5,2024-05-16,"부동산 시장, 총선 영향, 거래량 변화, 전망 분석, 긴급 점검",KB자체
56urz8iwfN0,총선 이후 부동산 긴급 점검! '위기론 현실화될까…?' 이 영상 하나로 정리해 드립니다 (특집 토론 1부),"부동산클라스 KB부동산 ""하락 거래량 자리 좀 바꿔줘요;; 늘어납니다"" 부동산 긴급 점검 ""언제요?"" 치열한 집값토론",2024-05-15,"총선 이후, 부동산 긴급 점검, 위기론, 집값 하락, 거래량 증가",KB자체
87D_lgPtSBY,등기사항전부증명서에서 '갑구'도 꼭 확인해야 하는 이유,자기 그러던 어느날. 퇴근하고 집에오니 아내가 하염없이 울고 있더라고요 자기야 ? 키야 그래?,2024-05-13,"등기사항, 갑구, 확인, 부동산, 중요성",KB자체
G9sQXyc--VY,재개발 절차와 투자의 장단점 : 새로운 주거환경 + 새 아파트,입주권이 나오는 게 아니거든요,2024-05-13,"재개발, 투자 장단점, 주거환경 변화, 새 아파트, 입주권",KB자체
WU0v45uYXBU,GTX 호재 저평가 지역?! 지금 외지인이 00으로 몰리는 이유,임장가자 곧 5개 노선 지나는데는말? 지금 고양시를 KB부동산 대한 주목해야 하는 이유 1997 5.4% 2000 4.4억 2005 5.3 22143,2024-05-10,"GTX, 저평가 지역, 외지인 투자, 고양시, 부동산 호재",KB자체
r5TcFyg-bxU,더 내고 더 받자! 연금개혁의 진짜 해법은?,세대부조형의 더 내고 더 받자! KB부동산 연금개혁의 진짜 해법은? 세대부조형의 전제 후속 세대의 진정성 어린 참여 부동산클라스,2024-05-02,"연금개혁, 세대부조형, 해법, 참여, 부동산",KB자체
t2NSd4k75MU,굶지 않아도 됩니다! 살 빠지는 기적의 식사법,KB부동산 굶지 않아도 됩니다 살빠지는 기적의 식사법 에너지 소모량을 확 줄여버려요 지식헙 클라스,2024-04-30,"기적의 식사법, 살 빠짐, 영양, 에너지 소모, 건강 관리",KB자체
Xqn-kMnw01g,"월 200만 원대 도심형 실버타운! ""대형 스파 시설 보유""",1월 200만원대 대형스파시설 보유한 도심형 실버타운 KB부동산 얘기해주신 데는 저기인가요?,2024-04-27,"도심형 실버타운, 대형 스파 시설, 월 200만 원대, 노인 복지, 부동산 투자",KB자체
4HDl-5A94Bg,80세 할아버지가 실버타운에 간 이유,도심 속 실버타운 평창 카운티 80세 할아버지가 실버타운에 간 이유 속이 빈 데다가 KB부동산,2024-04-26,"실버타운, 노인 복지, 주거 선택, 도시 생활, 부동산 투자",KB자체
ZvkVU6kzUL8,80세 할아버지가 실버타운에 간 이유 ‘도심 속 실버타운 생활 대공개!’,입장가자 서울부촌 -80세 입주자 평창동 실버타운 KB부동산 생활비는 얼마일까?,2024-04-26,"실버타운, 고령화 사회, 주거 선택, 생활비, 도심 편의성",KB자체
R140T9Iu6I0,"결혼하지 않는 청년, 해법은 주거비에 있다",KB부동산 결혼하지 않는 청년 해법은 주거비에 있다 청년 인구보다 빠르게 줄어드는 일자리 부동산클라스 청년 인 RITHI,2024-04-25,"청년, 주거비, 결혼, 일자리, 부동산",KB자체
RY1vpdP1Oe8,하루에 물 2L 마시면 안 되는 이유,하루에 물 2L KB부동산 마시면 안되는 이유 물 과다 섭취 증상 2 어지럽고 머리가 아프다 지식클라스,2024-04-23,"물 소비, 과다 섭취, 건강 위험, 어지럼증, 두통",KB자체
fqV_DKc5yYw,"서초구 저평가 지역, 대규모 분양 예정?!","놓치면 후회! 서초구 저평가 지역 대규모 분양예정 일반분양은 1,251가구 정도",2024-04-22,"서초구, 저평가 지역, 대규모 분양, 일반분양, 1,251가구",KB자체
1VuQNsHoZf0,"""부동산 분위기 바뀌었다!"" 요즘 집값이 무섭게 오르는 이유는? (심형석 교수 풀버전)",부동산클라스 심형석 교수 KB부동산 미국 IAU 부동산학과 부동산 분위기가 바뀌었다 요즘 집값 무섭게 오르는 이유,2024-08-28,"부동산 분위기 변화, 집값 상승 이유, 심형석 교수, 시장 동향, KB부동산",심형석 교수
9T26mrkRSrQ,재건축 절차 투자의 장단점: 당장은 불편해도 버티면 새 아파트,% % 받을 수 있다는 겁니다.,2024-04-20,"재건축, 투자의 장단점, 새 아파트, 투자 전략, 절차 완화",KB자체
XKHfWdFGCCA,과연 제2의 반포 될까? 재건축 사업지만 무려 10곳! 방배동의 기대되는 미래,대리행 대단지로 변신 중) KB부동산 제2의 반포될까? 서초구 저평가 지역,2024-04-18,"재건축, 방배동, 제2의 반포, 서초구, 기대되는 미래",KB자체
3JsyuSfbNas,"30평 시대는 끝났다?! ""앞으로 이 평수가 오릅니다"" (심형석 교수 3부)",부동산클라스 심형석 교수 KB부동산 미국 AU 부동산학과 이제 30평 시대는 끝났다?! 앞으로 이 평수가 오릅니다,2024-08-26,"30평, 부동산 시장, 평수 변화, 오름세, 심형석 교수",심형석 교수
-5JnMy4oloY,10년 뒤에 사라지는 한국! K-저출산이 위험한 이유,KB부동산 10년 뒤에 사라지는 한국 K-저출산이 위험한 이유 인구 소멸 국 기여시 인구소멸 국가 1호 과연 실현 가능성이 있을까? 부동산클라스,2024-04-18,"K-저출산, 인구 소멸, 부동산 시장, 미래 전망, 경제적 위험",KB자체
wgSDXg4KbdU,좋은 음식을 먹어도 독이 되는 이유,"KB부동산 좋은 음식을 먹어도 독이 되는 이유 장건강은 먹거리, 생활습관, 환경 지식클라스",2024-04-17,"좋은 음식, 독이 되는 이유, 장건강, 먹거리, 생활습관",KB자체
C2wNcln1jO8,"앞으로 무섭게 오를 아파트, '이것'만 보시면 됩니다 (심형석 교수 2부)",부동산클라스 가격 입지! 심형석 교수 KB부동산 미국AU 부동산학과 앞으로 무섭게 오를 아파트 '이것'만 보시면 됩니다,2024-08-21,"아파트 시장, 가격 상승, 투자 전략, 입지 분석, 심형석 교수",심형석 교수
RIXeClz5wVQ,현미의 불편한 진실! ‘독’을 먹고 있습니다,KB부동산 현미의 불편한 진실 '독'을 먹고 있습니다 우리 몸속으로 흡수가 되지 않고 지식클라스,2024-04-16,"현미, 독, 불편한 진실, 몸속 흡수, 지식클라스",KB자체
BntSUlrcQ10,국민평형 아파트 가격 40억 넘는 곳😱,국평 가격 40억 넘는 곳 15개동이 한강변을 따라,2024-04-15,"국민평형, 아파트 가격, 40억, 한강변, 부동산 투자",KB자체
640cPvKNe1E,"과거와 완전히 다른 흐름 ""집값 결국 이렇게 된다"" (심형석 교수 1부)","부동산클라스 심형석 교수 KB부동산 미국 IAU 부동산학과 과거와 완전히 다른 흐름 집값 결국 이렇게 된다""",2024-08-19,"집값, 과거와의 비교, 부동산 흐름, 심형석 교수, 시장 전망",심형석 교수
4WH5TUz5Y10,치열한 대장 싸움! 반포 재건축 현장에 다녀왔습니다,대리기행 RAEMIAN BASINGE KB부동산 치열한 대장 싸움 반포재건축 현장,2024-04-12,"재건축, 대장 싸움, 반포, 부동산, 현장 탐방",KB자체
d1IqOjvnxPE,미국을 지배하는 2.5% 유대인의 비밀,피어 KB부동산 미국을 지배하는 2.5% 유대인의 비밀 기억한다 다 담겨있는 의미입니다. 지식클라스 1911 IEL,2024-04-11,"유대인, 미국 지배, 비밀, 사회적 영향, 경제적 권력",KB자체
e6pKc5AlfF4,내 집 마련 후 뼈저리게 후회하는 이유,내집마련 후 KB부동산 뼈저리게 후회하는 이유 말씀드린 이유는 부동산클라스,2024-04-10,"내 집 마련, 후회 이유, 부동산 학습, 투자 전략, 시장 이해",KB자체
BnnvQIDzrCQ,한번 공부한 것을 절대 까먹지 않는 방법,공부한것을 KB부동산 절대까먹지않는방법 그래서 딱 지식클라스,2024-04-10,"기억력, 공부법, 효과적인 학습, 지식 유지, 스킬 향상",KB자체
