video_id,title
e9LPR-b944Y,2025년이 기회? 내 집 마련 '이렇게' 준비하세요 #김경필
nNVFmEZMD8c,지금 '이만큼' 저축 안 하면 평생 돈 못 모읍니다 #김경필
C5CGrHAKKGU,"무주택자는 집 사지 마세요! 곧 기회 옵니다 ""지금은 제발 '이것'부터 하세요"" (김경필 머니트레이너 2부)"
azNVpHf1Hn0,사회적 문제로 떠오른 '쉬는 청년'! 연령별 반응은? #길거리 인터뷰
MdyXZg6pJKs,당신이 돈을 못 모으는 결정적 이유 #김경필
dtmmRaEPow4,첫 번째 신혼집이 남은 인생을 좌우합니다 #김경필
fGHCNLaN1xs,모을 돈이 없다면 지금 당장 '이것'부터 시작하세요! 부자될 수 있는 지름길 입니다 (김경필 머니트레이너 1부)
43jBfYgXaqI,서른 중반이면 얼마를 모아야 할까? #세대별반응
3pzCIMteRBM,최악의 위기 삼성전자! 평택도 덩달아 무너지나...?
5Xp1feH8e6Y,"공급부족, 집값상승? ""위험한 생각입니다"" #이광수대표"
MPc0pgDJ1f0,"부동산 전망, 올해가 더 무서운 이유 ""내 집 마련은 꼭 '이때' 하세요"" (이광수 대표 풀버전)"
iouy55i0vE8,청약 통장에 25만원씩 넣으면 득일까? 실일까?
Emp2BdxHZNw,"2025년 실패 없는 투자 비법, '이렇게'만 따라하세요 (이광수 대표 4부)"
npTlRlwKWxU,"2025년, 한국 부동산 암흑기 시작?! “무주택자에겐 기회입니다” (이광수 대표 3부)"
ZXcn65CrBZo,결혼 꼭 해야할까? [세대별 반응]
tTYDvFNBz48,전세사기 최다 지역 불명예! 관악구의 미래는?
L1xSmlZYh1g,"2025 부동산 시장이 하락할 수밖에 없는 이유 ""과거와 패턴이 똑같아요"" (이광수 대표 2부)"
mkPKgZu-SzA,"""데이터가 말하고 있어요"" 2025년 부동산 집값이 영상 하나로 정리해 드립니다 (김경민 교수 풀버전)"
edQTcSTv95g,"최악의 부동산 하락 신호 떴다! ""무주택자, 곧 기회 옵니다"" (이광수 대표 1부)"
9lufJntNU4Y,대한민국이 울분 공화국이 된 이유
14A1sQbBrJs,더이상 공급물량이 없다! 예견된 집값 폭등?! 과연 해결 방안은? (김경민 교수 3부)
Pr86ML3XoXY,"충격적인 부동산 현실 ""매수 문의가 없어요"" #현장브리핑"
YkI3Wa5FsUA,전세사기 문제가 해결되지 않는 진짜 이유 #김경민 교수
6MbBvBrqQSQ,서울 아파트 전셋값이 폭등할 수밖에 없는 이유 #김경민 교수
doBiYokqDr4,전월세 시장에 나타난 이상 신호 내년 부동산 집값 '이렇게' 됩니다 (김경민 교수 2부)
Nj2aM1ogwfg,"대한민국 제2의 대도시 '부산'이 사라지고 있다?! ""정말 노인과 바다만 남는 걸까..."""
oSjAtnLLdyw,현재 서울 부동산 시장이 슈퍼사이클에 진입한 이유 #김경민교수
WEcpz-Xqs8s,"서울 집값, 슈퍼사이클 진입했다?! 공포의 2025 부동산 전망 (김경민 교수 1부)"
me3gchRpEy0,IMF보다 힘든 경제 위기 '이렇게' 이겨내야 합니다 (김영익 교수 풀버전)
R5NLBX_oeag,"성장 멈춘 대한민국, 우리 경제는 어디로 갈까? #김영익교수 #shorts"
o73Zyri_hHk,"2025년 한국 경제 ""제발 '이렇게' 대비하세요"" (김영익 교수 3부)"
dhJjHs3CkFs,세대별 부동산 양극화 체감 #부동산양극화 #현실
mBHIztULPWw,"새파랗게 질린 코스피, 외국인 투자 언제 회복? #김영익교수 #shorts"
yhZ6EY-tJiw,"새로운 시대, 부자되는 필수 조건! 비트코인·금 투자 이렇게 해야 실패가 없습니다 (김영익 교수 2부)"
Lkjk7TzXJTw,트럼프발 관세 폭탄! 한국 경제 직격탄 될까? #김영익교수 #shorts
8oPhcXUUQMI,2025년 전 세계 돈의 흐름은 '이렇게' 바뀝니다. 달러 약세 시작되면 '이것'을 주목하세요 (김영익 교수 1부)
Rx5qzGpL6qU,둔촌주공 입주 시작! 사람들이 등 돌린 이유 #현장브리핑
_taaKPM7kTk,트럼프 당선이 한국에게 엄청난 기회인 이유 #김정호교수
JBVRuscjT6I,중국 경제가 망할 수밖에 없는 충격적인 이유 #김정호교수
fYFY2s6gufk,한국에는 있지만 미국에는 없는 두 가지 “한국에게 엄청난 기회입니다” (김정호 교수 풀버전)
yWLXd0vTkic,일본 시골 동네가 글로벌 도시가 될 수 있었던 이유
7fqCszW1gh4,현재 서울 아파트가 절대 거품이 아닌 이유 #김정호교수
K1qI7w-vrSg,"30년 후의 한국 부동산, 앞으로 '이런 곳'만 오릅니다 (김정호 교수 3부)"
eB2PwP1jonQ,"“한국, 세계 중심 된다?” 트럼프 당선이 한국에 초대박 기회인 이유 (김정호 교수 2부)"
BJuw3XngK7k,"""사업자 또 못 찾았다"" 16년째 표류중인 '위례신사선'과 '서부선', 대체 언제쯤 달릴 수 있을까?"
ilpcLJSHslk,"더 강력해진 트럼프의 귀환, 한반도가 위험하다?! (김정호 교수 1부)"
Qe3VPdH3QLo,주변에 '이런 사람' 있다면 오늘 당장 '손절'하세요!! (이헌주 교수 풀버전)
VaC0m08u_nM,이런 사람'은 오늘 당장 손절하세요 #이헌주교수
AYPImUuHkbk,일을 너무 잘해도 승진 못 하는 이유 #이헌주교수
NzlikQzvvoQ,"당신이 죽어라 일해도 승진 못하는 이유 ""이것부터 점검해보세요"" (이헌주 교수 3부)"
OanE0ZtEMF4,"인생이 달라지는 말투, 호감을 부르는 대화 기술 #shorts"
0k-zA-Wotx4,"""왜 사람들이 당신을 피할까?"" 사람을 끌어당기는 대화의 기술 (이헌주 교수 2부)"
tpnnDGoiJxY,화가 많은 사람을 대하는 최고의 방법 #이헌주교수
DK67YGoH7w0,수면시간 7시간 30분을 꼭 지켜야 하는 이유 #이헌주교수
Iq6s0EmWRC8,"""혹시 나도 분노조절장애?"" 휘몰아치는 감정 현명하게 다스리는 방법 (이헌주 교수 1부)"
qc8V6QI1lZM,"""모두가 속고 있습니다"" 요즘 고가 아파트 사는 사람들이 많은 진짜 이유 (이상우 대표 풀버전)"
_FTgwCCwHZA,반포보다 높은 재개발 공사비? 은평구에 무슨 일이?!
1JBSjWbmLqQ,반포보다 높은 공사비?! 멈춰버린 재건축 시계...과연 해결 방법은?
NEsonjFs9tw,"철도 개통 호재, 투자 적정 시기는? #shorts"
Jamb5F3uuik,대한민국 집값은 앞으로 '이런 곳'만 오릅니다 (이상우 대표 3부)
zU26epjHgO8,신축보다 비싼 구축? ‘얼죽신’보다 중요한 이것! #shorts
QEqr1gerc1c,신축도 구축도 아니다! 알짜 준신축에 눈 돌리는 이유 (이상우 대표 2부)
Y7rz2zHU3co,"초고층 아파트의 끔찍한 미래 ""이제 무너질 일만 남았어요"" (서동기 박사 풀버전)"
G70Sw839op4,혼돈의 전월세 시장! 주거비용 상승 원인은? #이상우대표 #shorts
tSUqGjKOIVc,"이러다 정말 큰일 납니다"" 무섭게 오르는 전월세 시장 앞으로 집값 이렇게 됩니다 (이상우 대표 1부)"
AaB2lviuJ2Q,한국 부동산이 '재건축' 대신 '리모델링'을 해야 하는 이유 #서동기 박사
RMVlIApQaLU,재건축 시대가 끝난 이유 #서동기박사
cC0FC5ijUEY,"내 집 마련을 꼭 해야하는 이유 ""단, '이때' 사세요"" #서동기박사"
xCV3wNYtd6E,지금은 엄청난 거품?! 한국 부동산 거품은 '이때' 사라집니다 #서동기박사
ViJv_hGxLxo,"""재건축 신화는 끝났습니다."" 대한민국 부동산 슬럼화 코앞...해결책은?! (서동기 박사 3부)"
pZA_-q_a3d8,현재 한국 부동산이 진짜 위험한 이유 #서동기 박사
rFbxxUTYWtI,과거 입주대란 악몽 재현되나...과연 둔촌주공은?
PhFGoj7zHbw,미국 대선 이후 경기침체 온다?! #서동기박사
Qve61sTq0TM,"아파트 공화국의 참담한 미래, 집값 정말 큰일 터진다?! (서동기 박사 2부)"
UJk6AtQn8uA,"""현재 집값 상승은 이상 현상입니다"" 한국 부동산 붕괴 조짐?! (서동기 박사 1부)"
vXBBb1c1LCU,"중년을 위한 최고의 슈퍼푸드 4가지 ""이렇게 먹으면 뱃살도 쏙 빠집니다"" (이진복 원장 풀버전)"
_3nEfmQHgNU,올림픽파크포레온 돌풍 온다 '둔촌주공 살리기' 성공?! 과연 부동산 시장 영향은?
ZR8jW4EThq0,내장지방 무조건 빠집니다! 내장지방 태우는 3가지 방법
MYsmv8_Oir4,남성 건강의 척도?! ‘이것’이 성인병의 원인
zW4JaLqfRTA,칼로리 줄이기는 독이다? 중년 다이어트의 숨겨진 비밀 (이진복 원장 4부)
ASZ2WRSPN_U,우리집에 이런 이웃이 산다면?! (심지어 집주인은...)
kFyF4tRGJXE,저탄고지 다이어트가 위험한 이유
gGsRPuDNxwA,오트밀의 불편한 진실 ‘독’을 먹고 있습니다
CRlL0HHwg5A,뱃살을 줄이고 싶다면 '이 방법'만 따라하세요 (이진복 원장 3부)
FcL98llTJBY,경매로 빌라를 사도 될까?
P17idtjumJ4,가장 비싼 땅 명동의 '아파트'는 어디?
wBo9A964pcE,아침에 먹는 ‘이것’ 다이어트에 최고입니다
7qJ7XzkYrC0,공공 분양 당첨 확률 높이는 방법 (feat.동작구 수방사)
zh4bkKviM_M,가장 비싼 땅 '명동'이 관광 명소가 될 수 밖에 없었던 이유
mrL54i0lGXc,간헐적 단식 제대로 하는 법
Xk5MqfACgpk,"""제가 직접 해봤습니다"" 간헐적 단식 단언컨대 이 방법이 가장 좋습니다 (이진복 원장 2부)"
r-Yj5z-LYA0,만약 나에게 5억이 있다면...?
Kt5vRB46qec,다이어트 성공하려면 두 가지 원칙만 지키세요
nlPl7bkAwsg,"살 잘 찌는 유형' 따로 있다?! 아침 공복, '이것'으로 뱃살 쏙 빼세요 (이진복 원장 1부)"
MYDsQStZqNA,"""지금 부동산 시장은 과거랑 비슷해요"" 집값 전고점 못 넘는 이유 (부룡 풀버전)"
YB0cqRNTMa0,30년 투자로 깨달은 '저평가 지역' 찾는 방법 #부룡
tFeLT0cwQdw,가장 비싼 땅 '명동'이 부활했다! 과연 명동의 잠재력은?
GEENLqopzaQ,앞으로 '천지개벽' 할 곳?! 저평가 아파트 고르는 노하우 알려드립니다 (부룡 3부)
52SLQrK-n_g,2030세대가 살고 싶은 집 vs 살고 싶지 않은 집
rxR_Kc7uG-s,무주택자에게 지금이 기회인 이유 #부룡
dQs1-bWFrT4,집값 환상 버리세요 '이런 곳'은 함부로 사면 위험합니다 (부룡 2부)
_DNM4b5KOdM,"난 얼마까지 대출 받을 수 있을까? LTV, DTI, DSR 용어 총정리!"
p_NfRYEIF40,"골고루 먹으면 골고루 병 걸립니다 ""밥 먹기 30분 전에는 꼭 '이것'을 드세요!"" (류은경 소장 풀버전)"
VPvzEVbwki0,제발 착각하지 마세요! 집값 전고점 넘기 힘듭니다 #부룡
Z1Up7N2sodA,"""지금 상승장 아닙니다! 착각 하시면 안 돼요"" 올해 하반기를 조심해야 하는 이유 (부룡 1부)"
3qvmNyQjqYU,징검다리 연휴를 알차게! 추천 핫플 모음.zip
g3urxG3xXxA,살이 안 빠지면 '이것'부터 확인하세요
l-RRT2gfLgw,지방간 싹 사라집니다 아침 공복 꼭 '이렇게' 드세요 (류은경 소장 4부)
7pmWOJ-LPrI,혈당 스파이크' 잡는 최고의 과일 레시피
1TqMIYHhNCY,골고루 잘 먹으면 골고루 병 잘 걸립니다 #류은경소장
OHn9MCE03Bs,‘이렇게’ 먹으면 노화도 막고 몸도 가벼워집니다 (류은경 소장 3부)
vf-WpyUylR0,"청약당첨 vs 로또당첨, 여러분의 선택은?"
7IEBZRuOSbs,"사업성 미지수' 1기 신도시 재건축, 거대한 프로젝트의 결말은?"
mt-al9fXedA,우유를 당장 끊어야 하는 이유
pxq7kHdbdRE,"""암세포도 빨리 자라요"" 지금부터라도 '이것' 당장 끊으세요 (류은경 소장 2부)"
9JSST58NUuc,"""제발 이런 잔소리는 멈춰주세요"""
AmiVLQBhuHo,"증가하는 자폐 스펙트럼, 원인은 바로 ‘이것’"
wC9ddK5UGlw,"소화에 독! 최악의 식습관, 밥 먹기 30분 전 '이것' 먹으면 몸에 독소가 싹 빠집니다 (류은경 소장 1부)"
1NICZzAzjkU,주담대...그 많은 돈은 언제 갚을까?
ZEudqwqMCaY,30년차 투자자의 청년들을 위한 조언 #아기곰
n43vWbhts0U,월급쟁이가 부자되는 가장 확실한 방법 (아기곰 3부)
U2WBm2TiQcE,"""저라면 '이런' 곳으로 이사갈 겁니다"" 길거리 즉석 밸런스 게임"
36O4SD7VJs4,청약이 오히려 독이 될 수 있는 이유 #아기곰
1HmtOMzhY7Q,무주택자가 내 집 마련하는 가장 현실적인 방법 (아기곰 2부)
e7gKMQeduCg,상품으로의 아파트 RR과 대단지는 얼마나 중요할까?
tgLeddrMC_E,"흥행 '팝업스토어' vs 죽어가는 '상권', 성수동의 미래는..?"
SPh3Wu7GsOg,현재 부동산 상승이 무서운 이유 #아기곰
BxrvnN9b294,"한국 부동산에 나타난 이상 신호?! 무주택자, 1주택자는 반드시 '이렇게' 하세요 (아기곰 1부)"
1VuQNsHoZf0,"""부동산 분위기 바뀌었다!"" 요즘 집값이 무섭게 오르는 이유는? (심형석 교수 풀버전)"
dOjt5nLBghA,"보증금 지키기! 전세사기, 쉽고 빠르게 예방하는 방법은?!"
IrftxDUMwKI,똘똘한 한 채의 새 기준? 이걸 보시면 됩니다!
3JsyuSfbNas,"30평 시대는 끝났다?! ""앞으로 이 평수가 오릅니다"" (심형석 교수 3부)"
v291kPfE_E4,서울 '6억 이하 한강뷰' 아파트는?!
CiCoSo-5Qs4,초품아? 역세권? 이제는 ‘이것’을 보세요!
C2wNcln1jO8,"앞으로 무섭게 오를 아파트, '이것'만 보시면 됩니다 (심형석 교수 2부)"
G3Za_k6P8FQ,"""집을 꼭 사야할까?"" MZ세대가 생각하는 부동산"
E4jrJbMbRaM,"무주택자 주목! ""지금이 매수 타이밍 입니다"""
640cPvKNe1E,"과거와 완전히 다른 흐름 ""집값 결국 이렇게 된다"" (심형석 교수 1부)"
wgc1xUNpyTE,신생아 특례대출: 1%대 금리로 내 집 마련
tJRwiC-LTC4,2024 하반기 로또청약 단지 총정리!
T1QWWCOtikE,"전 세계가 탈출한다! 중국의 몰락, 시진핑 리스크의 끝은..? (강준영 교수 풀버전)"
v-gk-FLm97Q,"8.8부동산 대책, 1분 안에 핵심만 알려드립니다"
4z6BY4yTrZU,중국은 도대체 왜! 문화 공정을 할까?
HIHW84B0UME,"""김치부터 한복까지"" 중국은 왜 한국 문화를 훔치려 하나..? (강준영 교수 3부)"
rzD7pcI-7xQ,미·중 패권전쟁 속 우리나라의 선택은?!
yPuIwDJJ3oQ,40년 만에 터진 최악의 위기?! '진짜 중국' 상황 알려드립니다 (강준영 교수 2부)
EE8I1B0Trl8,최대 '6천만 원 무이자 지원받고' 거주할 수 있는 집을 알려드립니다
m6AKaIrT5J8,임장 체크리스트 : 발품은 필수
r59GrFQfRoE,위기의 중국 경제! 악순환에 빠진 이유는?
-oEjWmuInwE,사상 초유의 위기 중국 경제! 탈중국 현상 심화...과연 미래는? (강준영 교수 1부)
f2BW8BSqD34,"자산 200억 만든 투자 비결 ""부동산은 이렇게 접근하세요"" (송희구 작가 풀버전)"
tCDPBleXfWg,"종작돈 1억 5천~2억, 금액별 추천 지역 #송희구"
n4fUt9UDIlI,"종잣돈 3~5억, 금액별 추천 지역 #송희구"
H_2oquMKZKU,"200억 자산가의 금액대별 투자 전략 대공개! ""다 알려드립니다"" (송희구 작가 3부)"
v6Xv-85YgMc,지금 부동산 시장이 무서운 이유 #표영호
baTUBA0yLPw,"수도권 6~7억대 아파트, 저라면 '이곳'을 살 겁니다 #송희구"
iXN6mdgql3U,앞으로 10~15년 부동산 대세가 될 곳
kw6VYB8j78I,수도권 가성비 아파트 아직 많이 있습니다. '이런 곳'에 투자하세요 (송희구 작가 2부)
LFu4vQbOOg0,약 상승 중인 부동산 시장?! '이때'를 조심해야 합니다
3FIsxxqDE4c,청약제도 개편! 결혼 패널티가 사라졌어요
rSEWWwCGw38,"상승장 시작?! 과거와는 다른 흐름... ""제발 속지 마세요"" (표영호 풀버전)"
x_cWv64xj0E,이것' 갖춘 아파트가 앞으로도 상승합니다 (송희구 1부)
y1U4IT-N8Ug,지금은 너무 불확실한 시장! 내 집 마련은 '이때' 하세요 (표영호 3부)
6l3WJoQZP7c,"""제발 허술한 법을 바꿔주세요! 빌라는 나쁜 게 아닙니다"" #표영호"
TuNHFaPXWp0,"피 바람 부는 빌라시장, 실상은 이렇습니다. 앞으로 '이곳'을 주목하세요 (표영호 2부)"
CeeaJp8yRmw,통장 잔고 늘어나는 최고의 자산관리 방법은? (김현우 소장 풀버전)
pDiXjSKJWC0,"현재 대한민국의 집값, ‘버블’이 확실한 이유는?!"
_cp9nM4Qi4g,"""일시적 반등에 조바심 내면 후회합니다. 데드 캣 바운스에 유의하세요"" (표영호 1부)"
weic9eKVukk,아파트 하자 문제! 7월부터 바뀌는 사전점검은?!
kMCPUkaopBk,청약통장 깰까? 말까? 한 방에 알려드립니다
4TCBvkQcdsQ,은퇴 후 연금 400만원 받는 방법?! 노후는 '이렇게' 준비하세요 (김현우 소장 3부)
MsUsMw-mi0E,"이율 높은 예금·적금, '이것'으로 가입하면 됩니다"
Ton2hKc6jtk,1억 모으기 전에 '이것'부터 하세요! 그래야 빨리 모을 수 있습니다 (김현우 소장 2부)
AO9j47xM03g,진짜 위기는 시작도 안했습니다. 한국 경제의 트리거 '부동산'이 위험한 이유 (박상인 교수 풀버전)
UgHTxIKH0_M,같은 월급 받아도 돈 못모으는 결정적 이유?!
f23sNU-Dd-Q,월급 500만 원 받아도 돈이 안 모이는 이유! 당장 '이것'부터 끊어야 합니다. (김현우 소장 1부)
VJSD0kOuimM,"불치병 걸린 한국 부동산 ""앞으로 10년, 진짜 위험한 게 옵니다"" (박상인 교수 3부)"
DYT4IwAWIEM,아파트 vs 빌라 : 둘의 분명한 차이는?
yy88XSjN4uY,용인 반도체 클러스터 성공 가능할까?
yFzsadNpwLA,환승 없이 강남까지 출퇴근 가능한 가성비 역세권 단지는?!
bzQoodjuUps,"일본보다 심각한 한국, 최악의 경제 상황"
rstU-jtI2bg,"심각한 한국의 경제 상황 ""이러다 삼성, 하이닉스도 떠납니다"" (박상인 교수 2부)"
jxhZehMS0HE,현재 우리나라가 위기인 진짜 이유
izTSNRGvrvE,가계부채 많다고 경제 위기 안 옵니다 #한국경제 #박상인교수
ru8A7Mcl37s,가족 사망 후 휴대전화 해지하면 안 되는 이유 (이장원 세무사 풀버전)
9Es0-wrDHo4,"역사상 최악의 시나리오 ""한국 경제, 이대로 가면 큰일 납니다"" (박상인 교수 1부)"
G5b_xhwmZ0U,"부모님이 대신 낸 보험료, 세금폭탄 맞을 수 있다?!"
zT2ZQfN7VdU,7호선 연장에 GTX 호재까지! 청라신도시 따라잡은 동네는?
e8qv680_2d0,더치페이 조심하세요! 잘못하면 세무조사까지?
WGTDAZHktzA,"평생 세금 걱정 없는 현금 증여 방법이 있다?! ""증여세 안 내도 됩니다"" (이장원 세무사 4부)"
xfRexdzFg-o,나도 몰랐던 땅이 있다?! 숨겨진 조상 땅 찾는 방법
QBLX2GsgG9Q,"상속세 '이렇게' 하면 반 이상 줄어듭니다 ""제발 미리 준비하세요"" (이장원 세무사 3부)"
pECQXw8UCaM,나만의 주거기준 세우기 : 좋은 집을 구하기 위한 요소 5
6KF5a1UcyU8,강남까지 환승없이 출퇴근 가능한 가성비 역세권 단지는?
cs4VXwg4F7g,"상속받은 아파트, 취득세 낮추는 방법이 있다?"
g1m0AsjEZXc,부모님 돌아가신 후 6개월이 가장 중요합니다. '이렇게' 안 하면 세금폭탄 맞습니다. (이장원 세무사 2부)
gk4VYXV3NvE,가족 사망 후 휴대전화 해지하면 안 되는 이유
kmpV2zoplec,부모님 돌아가시고 3개월! 빚 대물림을 막을 수 있다?
TkAq9kLt-tY,"""당장 휴대폰부터 챙기세요"" 부모님 사망 후 '이것' 안 하면 세금 폭탄 맞습니다 (이장원 세무사 1부)"
wDxVEXfy2bQ,은퇴 후 '제2의 인생' 성공하려면 '이렇게' 하세요
tXe1BvzI8iU,"부동산PF 역대급 빚더미 폭발! ""위기입니다. 집은 제발 '이때' 사세요!"" (특집 토론 풀버전)"
sbIfe-Ie1Z0,"""40대에는 저축하지 마세요"""
o9WNJTCrvzE,한국 부동산 구조부터 바꿔야 하는 이유
WPjRwCGDrV4,붕괴된 주거 사다리?! 집은 ‘이때’ 사세요 (특집 토론 4부)
W2LiXnXS8sY,갭투자의 의의 : 하이리스크 하이리턴
kDg2YGR-H-o,자산 500억 있어도 행복하지 않은 이유
ZX3HZo0KHSQ,3년 만에 10억 갚고 건물주 된 방법 #단희쌤
9W8TII9uumU,"60년대생이 온다, 집값 급락 징조?!"
Er0xMNbfhLU,60대 이상 매도 물량 급증? 위험 신호 터진 한국 부동산?! (특집 토론 3부)
BEwONnAQ1H8,"올해, 급매 잡을 수 있는 절호의 기회?!"
KktWFMMvD-s,하반기 부동산 시장 하락 vs 반등? '역대급 급매 기회?!' 전문가 3인의 치열한 집값 토론 2차전! (특집 토론 2부)
QCqeJe16cEs,노후 파산 피하려면? 은퇴 후 ‘인생 2막’ 설계는 이렇게 하세요 (단희쌤 풀버전)
srhBApmXp6A,현재 부동산 흐름이 지속되기 어려운 이유
8ovI7T-q-vY,GTX-A 연말 완공 예정! 대장주의 심상치 않은 움직임?!
D6D5vyrirFU,총선 이후 부동산 시장 분위기 달라졌다?! 앞으로 전망은?
56urz8iwfN0,총선 이후 부동산 긴급 점검! '위기론 현실화될까…?' 이 영상 하나로 정리해 드립니다 (특집 토론 1부)
sIKaPsvj0Q0,"부동산 투자, 은퇴자에게 올해가 기회일 수 있습니다. 단! 4가지를 꼭 주의하세요 (이의상 대표_단희쌤 3부)"
87D_lgPtSBY,등기사항전부증명서에서 '갑구'도 꼭 확인해야 하는 이유
G9sQXyc--VY,재개발 절차와 투자의 장단점 : 새로운 주거환경 + 새 아파트
WU0v45uYXBU,GTX 호재 저평가 지역?! 지금 외지인이 00으로 몰리는 이유
1SVBkazcoJs,2억으로 '이렇게' 은퇴 계획하세요! 자산 상황별 노후 준비 방법 대공개 (이의상 대표_단희쌤 2부)
ybhxI85fjYA,"""앞으로 집값 정말 위험합니다."" 고개든 부동산 위기설, 정말 조심해야 하는 이유 (전영수 교수 풀버전)"
jBLKoSLMZM0,"""5060 필수 시청"" 돈, 건강, 외로움 중년의 3대 재앙 이렇게 끊어내세요 (이의상 대표_단희쌤 1부)"
thajoDqlPss,현미도 잘못 먹으면 '독'이 됩니다. 올바른 현미 섭취법은 '이것' 입니다 (이계호 교수 풀버전)
r5TcFyg-bxU,더 내고 더 받자! 연금개혁의 진짜 해법은?
DJApS2qZ8ig,경험하지 못할 일 벌어진다! 진짜 무서운게 오고 있습니다 (전영수 교수 3부)
t2NSd4k75MU,굶지 않아도 됩니다! 살 빠지는 기적의 식사법
WDJfxz5KPTQ,"간헐적 단식, 오히려 다이어트에 독이 된다?! 99%가 잘못 알고 있는 '이것'은? (이계호 교수 3부)"
Xqn-kMnw01g,"월 200만 원대 도심형 실버타운! ""대형 스파 시설 보유"""
4HDl-5A94Bg,80세 할아버지가 실버타운에 간 이유
ZvkVU6kzUL8,80세 할아버지가 실버타운에 간 이유 ‘도심 속 실버타운 생활 대공개!’
R140T9Iu6I0,"결혼하지 않는 청년, 해법은 주거비에 있다"
drdxYGY1xtU,"결혼 거부하는 사회, 예견된 부동산의 몰락?! (전영수 교수 2부)"
RY1vpdP1Oe8,하루에 물 2L 마시면 안 되는 이유
zn3Lg3-jeoU,"""하루 물 2L마시면 큰일난다?!"" 99%가 잘못 알고있는 하루 물 권장량의 진실 (이계호 교수 2부)"
fqV_DKc5yYw,"서초구 저평가 지역, 대규모 분양 예정?!"
9T26mrkRSrQ,재건축 절차 투자의 장단점: 당장은 불편해도 버티면 새 아파트
XKHfWdFGCCA,과연 제2의 반포 될까? 재건축 사업지만 무려 10곳! 방배동의 기대되는 미래
-5JnMy4oloY,10년 뒤에 사라지는 한국! K-저출산이 위험한 이유
cD5k1wJj7fg,"저출생이 불러온 한국의 끔찍한 미래 ""생존하려면 ‘이것’부터 바꿔라"" (전영수 교수 1부)"
wgSDXg4KbdU,좋은 음식을 먹어도 독이 되는 이유
Mfe3NJRJIpQ,"30년 연구로 깨달은 놀라운 학습법 ""공부한 것을 평생 기억하고 싶다면 이렇게 하세요"" (박문호 박사 풀버전)"
RIXeClz5wVQ,현미의 불편한 진실! ‘독’을 먹고 있습니다
SCTqaWOrP_w,"""좋은 음식도 발암물질이 될 수 있습니다. 대부분 '이것'을 놓치고 있어요"" (이계호 교수 1부)"
DwsUwo-Q144,"위기의 한국 부동산 시장 ""제발 이런 집은 사지 마세요"" (김학렬 소장 풀버전)"
BntSUlrcQ10,국민평형 아파트 가격 40억 넘는 곳😱
4WH5TUz5Y10,치열한 대장 싸움! 반포 재건축 현장에 다녀왔습니다
d1IqOjvnxPE,미국을 지배하는 2.5% 유대인의 비밀
i6TROhG6DMc,"세계 인구 0.2%의 기적, 유대인 성공의 미스터리 (박문호 박사 4부)"
e6pKc5AlfF4,내 집 마련 후 뼈저리게 후회하는 이유
BnnvQIDzrCQ,한번 공부한 것을 절대 까먹지 않는 방법
pqYvNWoVAy0,서울 진입장벽이 높다면 '이곳'을 주목하세요
vUNQn94lV_8,인구 감소해도 '이런 지역'은 살아남습니다
1OnkK-f1hpc,"서울 말고 집값 오를 곳은 바로 '여기'입니다. ""지금 집 사려는 분들은 제발 '이런 집'을 사세요."" (김학렬 소장 2부)"
oppstwnYThA,청년주택드림청약통장
51Sv8qJ0u_k,홍대 게스트하우스 수익률이 이 정도라고요?! [임장가자 EP.12]
U87wB0o_v0Q,공부한 것을 100% 흡수하는 방법! “아무리 생각해도 공부는 이게 답입니다.” (박문호 박사 3부)
lP3pdcV3rwg,전세 계약 전 '이것' 확인 안 하면 큰일납니다
yK4bUxNvKBY,5억짜리 아파트 주택연금 실수령액은? (김경록 고문 풀버전)
HpQAhlpq6eU,"최악의 부동산 하락장! ""그래도 '이런 곳'은 계속 오릅니다"" (김학렬 소장 1부)"
Je1eWDRnD4s,반려동물 키운다면 필수시청! 댕댕이가 좋아할 핫플레이스 싹~다 모았습니다!
Owt_a4IVSbk,가장 확실한 노후준비 '이것'만 따라하세요
hejERe8WSXE,죽을 때까지 일하는 시대가 왔다! 은퇴 후 월 500만 원 '이렇게' 준비하세요 (김경록 고문 3부)
jZc0GPY30DU,IQ 낮아도 공부 잘하는 가장 현실적인 방법
raqA3WItofc,"IQ 낮아도 명문대 갈 수 있습니다. ""저도 이 공부법으로 자녀 교육했어요"" (박문호 박사 2부)"
1L-7ahzX9jc,대치동에 강남 엄마들이 몰리는 이유! '교육열 1위 동네에 다녀왔습니다'
QRohCgbLrAY,"5억짜리 아파트, 주택연금 실수령액은?"
QUzxyySqkhM,"""집 한 채로는 위험합니다"" 나이들기 전에 '이것'부터 꼭 준비하세요 (김경록 고문 2부)"
4wGziB9ZJOU,"멘탈이 약하다면? ""이유는 딱 한 가지 입니다"""
-2mVOXdCVAc,"뇌'만 30년 연구했습니다. ""멘탈이 강해지는 방법은 딱 한 가지입니다"" (박문호 박사 1부)"
gGuWkhDOm_g,"집만 부수면 재건축, 다 부수면 재개발"
SQaAOhreC_k,"중국의 위기, 한국은 돈 축제 시작?! ""새로운 시대를 끌고 가야 합니다"""
IOWkQc3FDSw,"한국 부동산 최고의 안전자산은 바로 이곳! 계획만 봐도 고오-급 느낌 물씬~! ""엄청납니다"""
zhv9Tszct8Y,놓치면 후회합니다! 노후 준비 골든타임은 ‘이때’
